,Actin Noisy,Actin N2F
0,0.0,1.0
1,0.0,
2,0.1111111111111111,1.0
3,0.1,1.0
4,0.0,0.9166666666666666
5,0.35714285714285715,0.9230769230769231
6,0.14285714285714285,1.0
7,0.18181818181818182,1.0
8,0.4,1.0
9,0.0,0.9
10,0.3333333333333333,0.9230769230769231
11,0.1111111111111111,0.9
