,Nucleus Noisy,Nucleus N2F
0,0.125,1.0
1,0.2727272727272727,0.9090909090909091
2,0.1111111111111111,0.9
3,0.3076923076923077,0.9285714285714286
4,0.2727272727272727,1.0
5,0.125,0.875
6,0.3,0.9
7,0.0,1.0
8,0.1111111111111111,0.6666666666666666
9,0.2222222222222222,1.0
10,0.5555555555555556,1.0
11,0.07692307692307693,0.8666666666666667
